Username,Date,source,Comment,processed_comment,word_count,comment_length,dominant_topic,topic_label_short,topic_label,dominant_topic_probability,confidence_cat
@nurkayadi932,2025-12-16 02:14:57+00:00,Merdeka,"Order snak ke UMKM dgn harga yg murah,di jual dgn harga yg tinggi.bangkrutlah UMKM bagemana mau bergizi .",order snak umkm dgn harga murah jual dgn harga tinggi bangkrut umkm bagemana gizi,18,105,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.94526577,Tinggi (≥0.80)
@sondangmanurung4931,2025-12-16 02:11:59+00:00,Merdeka,Kehadiran MBG menaikkan harga telor..,hadir tingkat harga telur,5,37,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.842004478,Tinggi (≥0.80)
@GatotSustianto,2025-12-16 02:06:49+00:00,Merdeka,"Mereka Bohong Pk Presiden, MTSN 32 Jakarta Selatan saja, Sampai Hari ini 16 desember 25 Belum juga Mendapatkan MBG, Di Jakarta saja Sampai pertengahan Desember 25 Belum Kebagian MBG , Apalagi 
Sekolah yg berada dipelosok negeri.
Pasti Banyak Laporan Fiktif Seperti yg ditemukan ibu Gubernur Sherly, 60 000 siswa diMalut yg ternyat laporannya palsu.
Harus diAudit ketua Badan GisiNasional ada indikasi Penyelewengan.",bohong pk presiden mtsn 32 jakarta selatan hari 16 desember 25 dapat jakarta tengah desember 25 bagi sekolah ada pelosok negeri banyak lapor fiktif temu ibu gubernur sherly 60 000 siswa dimalut ternyat lapor palsu audit ketua badan gisinasional indikasi seleweng,62,415,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.97831583,Tinggi (≥0.80)
@fideliajuniatiwulandari8726,2025-12-16 01:54:58+00:00,Merdeka,"Banyak pro dan kontra soal program dri pak presiden, namanya juga manusia ada yg suka dan tidak suka,  tapi sebelum menghujat cobala kalian pikir kan setelah berdiri nya mbg org yg nganggur jdi dapat kerjaan krna mbg tidak memandang usia, coba tanya anak kalian yg udh selesai kuliah apa syarat yang di minta kantor² lain pasti umur, pendidikan, dan pengalaman, tapi di mbg semua org bisa diterima, kecuali supir krna mereka wajib pengalaman, tapii untuk bagian yg lain semua org bisa, selain memberikan gizi optimal untuk anak sekolah, mbg juga membuka lapangan pekerjaan, untuk anak yg gamau makan itu krna kurang edukasi dri org tua, kurang edukasi dri daerah setempat, dan kebiasaan atau parenting org tua yg kurang, contoh soal makan sayur Banyak anak zaman Skrang suka jungfood dll pdhl gatau efek nya seperti apa, mbg berusaha memberikan makanan yg segar, sayur buah dll, semoga kita semua sama² bersyukur yaa",banyak pro kontra soal program dri presiden nama manusia suka suka hujat cobala renung kan diri org anggur kerja krna pandang usia coba tanya anak kuliah syarat minta kantor umur didik alam semua org terima supir krna wajib alam tapi bagi semua org beri gizi optimal anak sekolah buka lapang kerja anak mau makan krna cukup edukasi dri org tua cukup edukasi dri daerah tempat biasa parenting org tua cukup contoh soal makan sayur banyak anak zaman skrang suka jungfood lainlain pdhl tahu efek usaha beri makan segar sayur buah lainlain moga semua syukur,150,916,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.839352071,Tinggi (≥0.80)
@alkenja8244,2025-12-16 01:48:37+00:00,Merdeka,"Pak, ijin di SDN Pulogadung 01 MBG nya dikasih salak terus buahnya hampir setiap hari, jadi buat lemparan anak2 dikelas, dan ayam gorengnya kecil dan keras, mohon disidak Pak dapur MBG nya",izin sdn pulogadung 01 beri salak terus buah hampir hari buat lempar anak2 kelas ayam goreng kecil keras mohon disidak dapur,32,188,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.657846034,Sedang (0.60–0.80)
@SiamPedet,2025-12-16 01:40:38+00:00,Merdeka,MBG bukanya semakin baik malah cuma jadi sarang bencana,buka makin baik malah sarang bencana,9,55,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.887222528,Tinggi (≥0.80)
@budirasito3335,2025-12-16 00:36:42+00:00,Merdeka,UMKM mati semua apalagi ribuan rumah makan bangkruttt....gilaaaaa,umkm mati semua ribu rumah makan bangkruttt gilaaaaa,8,65,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.695471168,Sedang (0.60–0.80)
@MamikweMamikwe,2025-12-16 00:31:07+00:00,Merdeka,MBG INI SANGAT SULIT DI BENAHI UNTUK MENJADI BAIK. HABIS2IN ANGGARAN SAJA. TOLONG DI TUTUP SAJA. KARNA TDK ADA YG MELAKSANAKAN INTRUKSI PRESIDEN. MBG TDK MEMBUAT SEHAT SISWA. KARNA MEMBUAT NAPSU MAKAN SISWA HILANG. INI YG TERJADI DI LAPANGAN.,sangat sulit benah jadi baik habis2in anggar mohon bantu laksana intruksi presiden buat sehat siswa buat napsu makan siswa hilang jadi lapang,39,242,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.96516335,Tinggi (≥0.80)
@MamikweMamikwe,2025-12-16 00:24:11+00:00,Merdeka,SEBAIKNYA PEMERINTAH MENUTUP MENIADAKAN MBG KARNA SANGAT MENGECEWAKAN. TDK ADA YG MELAKSANAKAN SESUAI DENGAN INTRUKSI PRESIDEN. KALAU TETAP DI PERTAHANKAN HAMA TIKUS2 SEMAKIN MERAJALELA .APA YG SY SAMPAIKAN INI FAKTA YG SY LIHAT  DI LAPANGAN.,baik perintah tutup tiada sangat kecewa laksana sesuai intruksi presiden tetap tahan hama tikus2 makin rajalela sampai fakta lihat lapang,35,242,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.961648703,Tinggi (≥0.80)
@Daren63579,2025-12-16 00:12:48+00:00,Merdeka,Anak dapat mbg 1 hari maksimal 10 rb dikali 20 hari sekolah = 200 rb...Ortunya kena potong tpp 30 % hilang 1 juta....masih minus 800 rb...mending ga usah mbg,anak 1 hari maksimal 10 ribu kali 20 hari sekolah 200 ribu ortunya kena potong tpp 30 hilang 1 juta kurang 800 ribu lebih baik perlu,29,157,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.895200551,Tinggi (≥0.80)
@Toat-g9v,2025-12-16 00:11:50+00:00,Merdeka,"HARUS ADA KONTROL FAN SIAPA YANG KONTROL MENU MAKANAN..SETIAP HARINYA.SEBAB DI SEKOLAH ANAK SAYA MAKANAN  YG DI BERIKAN MBG
TOLONG  REGULASI PENGAWASAN DI PERBAHARUI.",kontrol fan kontrol menu makan hari alas sekolah anak makan ikan mohon bantu regulasi awas baharu,24,166,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.94957298,Tinggi (≥0.80)
@Toat-g9v,2025-12-16 00:06:20+00:00,Merdeka,"ADA SPPG DI INDRAMAYU
MEMBERHENTIKAN RELAWAN NYA DENGAN SEPIHAK BAHKAN DENGAN SMS.MOHON UNTUK YANG BERWENANG MENYELIDIKI KEJADIAN TSB..JIKA DI BIARKAN DI KHAWATIRKAN AKAN ADA RELAWAN RELAWAN DI PERLAKUKAN YG SAMA..",sppg indramayu henti rawan pihak bahkan sms mohon wenang selidik jadi tsb biar khawatir rawan rawan laku,30,214,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.433739215,Rendah (<0.60)
@abumansur8429,2025-12-16 00:03:15+00:00,Merdeka,"Selama dua tahun merugi perikanan ikan patin , alhamdulilah semenjak ada mbg kita kelompok peternak patin bisa senyum",lama tahun rugi ikan ikan patin alhamdulilah semenjak kelompok ternak patin senyum,18,117,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.93699044,Tinggi (≥0.80)
@IwanFinik,2025-12-16 01:10:41+00:00,Merdeka,Yakin pak MBG ada patin nya ?,yakin patin,7,29,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.746803761,Sedang (0.60–0.80)
@amirullahgani4417,2025-12-15 23:51:06+00:00,Merdeka,"bagusnya diaudit, sudah jelas dananya 15.000/siswa, dengan perhitungan 10.000 jadi makanan, 5000 operasional keseluruhan, tapi masih ada juga pengelola yg gunakan hanya nilai 8000/siswa ",bagus audit jelas dana 15 000 siswa hitung 10 000 makan 5000 operasional seluruh kelola guna nilai 8000 siswa,24,186,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.95935154,Tinggi (≥0.80)
@NUARTA-LGK,2025-12-15 23:34:08+00:00,Merdeka,"Buang buang tenaga. Kerjaan yg tidak bermamfaat, rawan korupsi. Heran pemikiran ini ide konyol siapa ini. 
Apa salahnya bagikan saja uang kepada yg tak mampu. Trilunan di umbar dg kerjaan yg tak guna. Tak guna",buang buang tenaga kerja bermamfaat rawan korupsi heran pikir ide konyol salah bagi uang tak trilunan umbar dg kerja tak tak,35,209,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.55326581,Rendah (<0.60)
@Roji-cg7vp,2025-12-15 23:33:43+00:00,Merdeka,"Menurut saya da banyak orang tua wali murid, sebaiknya dan ini mungkin terbaik, di gantisaja MBG nya dengan uang , karena yakin menunya rata rata tidak sesuai dengan nilai menunya,saya yakin ada bisnis besar di balik MBG ini, terutama penyedia bahan bahan makanannya, yg setu jempolnya yah",da banyak orang tua wali murid baik mungkin baik gantisaja uang yakin menu rata rata sesuai nilai menu yakin bisnis besar balik utama sedia bahan bahan makan setu jempol,47,289,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.598313212,Rendah (<0.60)
@HasanUddin-n2c,2025-12-15 23:26:41+00:00,Merdeka,"Laporan palsu,.makanan gak layak dimakan.anak SD banyak yg blm dapat.tolong pak president Harus pak TNI Yg memantau mbg nya",lapor palsu makan layak makan anak sd banyak mohon bantu president tni pantau,19,123,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.639475703,Sedang (0.60–0.80)
@DedySusanto-vy8gc,2025-12-15 23:22:06+00:00,Merdeka,"Stop progran ini berikan saja uang kepada orang tuanya biar tau kesukaan anaknya, sudah terlalu banyak kasus di mbg ini, program bapak bagus tpi inget pak progran ini banyak skali mafia2 yang cari untung di program ini, isinya kasus mulu mbg ini, stop mbg bagikan saja uang ke orang tuanya insya allah negara ga jebol anggaran untuk mbg, klw di ganti uang dn di beri ke orang tuanya itu lebih bagus pak, dri pada di kelola para manusia rakus,",stop progran ikan uang orang tua biar tahu suka anak terlalu banyak kasus program bagus tpi ingat progran banyak skali mafia2 cari untung program isi kasus mulu stop bagi uang orang tua insya allah negara jebol anggar ganti uang dn orang tua lebih bagus dri kelola manusia rakus,79,442,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.584538877,Rendah (<0.60)
@Mirorr27,2025-12-15 23:19:01+00:00,Merdeka,Bgn Perlu di audit nc. Pk. Vendor 2 perlu di tinjau & di Verifikasi Lagii... Hal Kelayakan untk Gizi y.,bgn perlu audit nc pk vendor 2 perlu tinjau verifikasi lagi layak untk gizi y,20,103,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.722340822,Sedang (0.60–0.80)
@fransrabung9245,2025-12-15 23:10:00+00:00,Merdeka,Bagaimana mau bergizi kalau ikan asin?,bagaimana gizi ikan asin,6,38,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.846524,Tinggi (≥0.80)
@tengkusyahril-qq2xi,2025-12-15 23:04:42+00:00,Merdeka,Kurang inovasi hanya utk pencitraan aja biar byk menyerap tenaga kerja melalui MBG sementara kurang bermanfaat utk anak sekolah.,cukup inovasi citra biar banyak serap tenaga kerja lewat cukup manfaat anak sekolah,19,128,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.372667909,Rendah (<0.60)
@PaetUniberua,2025-12-15 23:01:37+00:00,Merdeka,Program cekik leher rakyat.pemimpin model gini THN 2029 jgn pilih pemimpin model gini.menyesal saya pilih pemimpin gini,program cekik leher rakyat pimpin model gin tahun 2029 jangan pilih pimpin model gin sesal pilih pimpin gin,17,119,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.95898968,Tinggi (≥0.80)
@arisyudi3610,2025-12-15 22:59:40+00:00,Merdeka,Dapur MBG mitranya banyak mafianya...wong pemiliknya juga orang parpol d ordal,dapur mitra banyak mafia orang milik orang parpol d orang,11,78,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.926848233,Tinggi (≥0.80)
@RojidinLesmana,2025-12-15 22:54:04+00:00,Merdeka,Pak presiden ko ribet dengan mbg ..harus bayar kepala mbg puluhan juta tiap bulan..belum stap nya...kasih kan aja ke orang tuasiswa..klo 15 ribu utuh di terima orang tua siswa ..kenapa dibikin rebet pk presiden...,presiden rumit bayar kepala puluh juta tiap bulan stap kan orang tuasiswa 15 ribu utuh terima orang tua siswa bikin rebet pk presiden,34,213,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.36815238,Rendah (<0.60)
@AndiLiyani-y3x,2025-12-15 22:52:29+00:00,Merdeka,Program perusak uang negara...SAMPAH !!!,program usak uang negara sampah,5,40,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.834375501,Tinggi (≥0.80)
@anasdprd9520,2025-12-15 22:51:21+00:00,Merdeka,"Saran Kepala BGN dibubarkan saja pemubaziran lembaga, sebaiknya MBG serahkan kepada Menkes krn struktur sdh ada sampai di daerah, fungsi pengawasan lebih efektif dan kelayakan monitoring gizi anak lebih ada kepastiaan.",saran kepala bgn bubar mubazir lembaga baik serah menkes struktur daerah fungsi awas lebih efektif layak monitoring gizi anak lebih kepastiaan,31,218,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.961336434,Tinggi (≥0.80)
@DediYanaska,2025-12-15 22:49:36+00:00,Merdeka,Negara kita tidak akan bisa amanah jika berurusan dengan anggaran .. semua yg punya kuasa berusaha mencekek anggaran buat masuk kantong pribadi .. sistem penyerahan langsung menurut saya paling efektif dengan dengan sosialiasi disetiap media untuk menjamin tranparansi .. malah ketika pemerintah memutuskan untuk mencari pihak lain sebagai penyelanggara akan terkesan main main dan tidak serius apalagi ketika banyak terjadi penyelewengan,negara amanah urus anggar semua punya kuasa usaha cekek anggar buat masuk kantong pribadi sistem serah langsung paling efektif sosialiasi tiap media jamin tranparansi malah perintah putus cari pihak penyelanggara kes main main serius banyak jadi seleweng,61,438,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.9660303,Tinggi (≥0.80)
@anasdprd9520,2025-12-15 22:47:46+00:00,Merdeka,"Sangat menyedihkan jika melihat kondisi MBG dilapangan, tidak sama dgn apa yg dijelaskan. Audit semua pelaksana MBG di setiap sekolah (SD) di Daerah, laporan dikertas dan paparan tidak sama dengan kenyataan perlu segera ada tindakan oleh penegag Hukum.",sangat sedih lihat kondisi lapang dgn jelas audit semua laksana sekolah sd daerah lapor kertas papar nyata perlu segera tindak penegag atur,38,252,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.476372153,Rendah (<0.60)
@candrasekar623,2025-12-15 22:47:22+00:00,Merdeka,Snack..... kacng telor. Kacang bogor.telor..kripik tempe..Dimsum.  spageti..jeruk...yg penting MBG nya jalan.... dimana gizinya. Diatur aja jadwal nya.,snack kacng telur kacang bogor telur kripik tempe dimsum spageti jeruk penting jalan gizi atur jadwal,17,151,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.947446525,Tinggi (≥0.80)
@MrDANIRUDIAWAN,2025-12-15 22:46:40+00:00,Merdeka,Intinya MBG program asal asalan dan pemborosan uang negara,inti program asal asal boros uang negara,9,58,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.540580332,Rendah (<0.60)
@patwaCandra,2025-12-15 22:42:54+00:00,Merdeka,"Pak, tolong cairkan insentif Koordinator  MBG Sekolah?",mohon bantu cair insentif koordinator sekolah,7,54,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.593081355,Rendah (<0.60)
@erwingumilar359,2025-12-15 22:41:18+00:00,Merdeka,"Bohong
Ketika para siswa gak ada kegiatan KBM 
Masa jatah MBG 1 Minggu hanya dapat i liter susu kemasan 1 buah roti",bohong siswa giat kbm masa jatah 1 minggu liter susu kemas 1 buah roti,22,115,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.517672837,Rendah (<0.60)
@NrikoSilalahi,2025-12-15 22:34:28+00:00,Merdeka,"sdhlah pak presiden BGN semua laporan baik tapi aslinya bohong , terus terang prabowo memberikan ruang korupsi tinggi krn prabowo hny mendengar laporan bawahannya bohong klau ini terjadi bpk prabowolah yg disalahkan, lbh baik diuangkan jgn pak prabowo diamkan krn klau penyerapan anggaran pasti bisa hbs dan lihat nanti bagaimna penurunan mutu gizinya",sdhlah presiden bgn semua lapor baik asli bohong terus terang prabowo beri ruang korupsi tinggi prabowo hny dengar lapor bawah bohong jadi bpk prabowolah salah lbh baik uang jangan prabowo diam serap anggar hbs lihat bagaimna turun mutu gizi,53,351,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.979099929,Tinggi (≥0.80)
@ZaenalMustofa-kq1dn,2025-12-15 22:33:39+00:00,Merdeka,"Anak saya kelas 1 SD tidak  mau makan MBG,mending menerima uang aj pak buat beli lauk sendiri",anak kelas 1 sd makan lebih baik terima uang buat beli lauk sendiri,17,93,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.94298929,Tinggi (≥0.80)
@sulistyawan71,2025-12-15 22:29:49+00:00,Merdeka,MBG di sekolah mandek karena belum di bayar....anak2 tak bawa bekal cadangan.... lapar lah mereka... akhirnya orang tua beli makan di luar,sekolah mandek bayar anak2 tak bawa bekal cadang lapar akhir orang tua beli makan luar,22,138,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.678856134,Sedang (0.60–0.80)
@HabtinKesama,2025-12-15 22:29:41+00:00,Merdeka,Cucu saya mbgnya roti warung,cucu mbgnya roti warung,5,28,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.752281368,Sedang (0.60–0.80)
@yadicahyadi4281,2025-12-15 22:29:40+00:00,Merdeka,Program makanan yang kurang bergizi...hati hati kamu menteri tanggung jawab di akherat...siga naon sebenarnya yang turun langsung ke anak anak..apa sesuai dengan jumlah nilai uang yang dicairkan dari pemerintah ke anak anak sekolah...pa presiden tolong sidak langsung ke lapangan lewat intel diam diam...semuanya yang diomongkan menteri bohong tidak sesuai dengan yang ada dilapangan....banyak contoh yang komplain di sosial media...,program makan cukup gizi asa asa menteri tanggung jawab akherat siga naon benar turun langsung anak anak sesuai jumlah nilai uang cair perintah anak anak sekolah pa presiden mohon bantu sidak langsung lapang lewat intel diam diam semua omong menteri bohong sesuai lapang banyak contoh komplain sosial media,59,433,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.784751236,Sedang (0.60–0.80)
@garuda_official7652,2025-12-15 22:16:43+00:00,Merdeka,"Daging ayam secuil jempol tangan, Susu cmn sekali dlm seminggu, buah 2 biji anggur terkadang salak 1 biji, manggakecil dibelah jd 2 dapat separo terkadang belimbing, nanas gak di kupas itupun nanasnya kecil muda",daging ayam cuil jempol tangan susu cmn sekali minggu buah 2 biji anggur terkadang salak 1 biji manggakecil belah 2 paro terkadang belimbing nanas bahas nanas kecil muda,34,211,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.507981181,Rendah (<0.60)
@nazillaaurora8403,2025-12-15 22:10:56+00:00,Merdeka,Stop aja MBG buang buang anggaran..d tempat ank sy sekolah SD getan1 pada GK di makan..di bawa pulang buat makan ayam..kt anak anak GK  enak,stop buang buang anggar d tempat anak sekolah sd getan1 makan bawa pulang buat makan ayam kt anak anak lezat,25,140,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.961149573,Tinggi (≥0.80)
@djhamal.a.koesoema,2025-12-15 22:09:07+00:00,Merdeka,"MBG mantapp!!!
Aku justru dari dlu sangat setuju dgn MBG!!!!",mantap justru dlu sangat tuju dgn,10,60,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.883428872,Tinggi (≥0.80)
@Arman1522,2025-12-15 22:08:49+00:00,Merdeka,"Coba Cek Ke Lapangan,
Jangan Kalian Kira MBG Pada Di Makan dg Baik.
MBG Pada Di Buang  Dan Di kasihkan ke Bebek, Ayam dan Sapi.",coba periksa lapang jangan kira makan dg baik buang kasih bebek ayam sapi,25,127,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.943148375,Tinggi (≥0.80)
@RomyArdi-b8l,2025-12-15 22:08:00+00:00,Merdeka,PROYEK BANCAKAN MBG. HARGA BELANJA DI ATUR PIHAK DAPUR MBG MELALUI YAYASAN ATAU PEJABAT DAN ANGGOTA DEWAN. PETANI KECIL TIDAK BISA MASUK ATAU PASRAH DG HARGA YG DI BERI PIHAK MBG MELALUI PIHAK KETIGA,proyek bancak harga belanja atur pihak dapur lewat yayasan jabat anggota dewan tani kecil masuk pasrah dg harga pihak lewat pihak tiga,34,199,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.965617836,Tinggi (≥0.80)
@rezageneskachannel1637,2025-12-15 22:07:31+00:00,Merdeka,Tempe kemarin,tempe,2,13,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.60849297,Sedang (0.60–0.80)
@Riniseptnii-g7p,2025-12-15 22:01:47+00:00,Merdeka,Tiap hari menunya seringnya cm telor sm tahu . Tidak pernah lele ato daging sapi,tiap hari menu sering cuma telur tahu pernah ikan lele daging sapi,15,80,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.940342069,Tinggi (≥0.80)
@sukirmanman7625,2025-12-15 22:00:18+00:00,Merdeka,Laporannya di audit pak presiden ada yg jangal ..perintahkan Intel pak anak buah bapak laporan kurang di percaya ..masih ada makanan asal asalan yg di kasih progam mbg,lapor audit presiden jangal perintah intel anak buah lapor cukup percaya makan asal asal progam,28,167,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.94576931,Tinggi (≥0.80)
